0.000000E+00	1.380000E+00
5.000000E-01	1.570320E+02
1.000000E+00	2.909200E+02
1.500000E+00	4.503960E+02
2.000000E+00	5.953030E+02
2.500000E+00	7.472320E+02
3.000000E+00	8.929740E+02
3.500000E+00	1.056486E+03
4.000000E+00	1.210847E+03
4.500000E+00	1.345063E+03
5.000000E+00	1.505420E+03
5.500000E+00	1.654883E+03
6.000000E+00	1.809127E+03
6.500000E+00	1.949036E+03
7.000000E+00	2.094262E+03
7.500000E+00	2.261668E+03
8.000000E+00	2.393442E+03
8.500000E+00	2.556781E+03
9.000000E+00	2.692578E+03
9.500000E+00	2.857559E+03
1.000000E+01	2.997614E+03
1.050000E+01	3.158728E+03
1.100000E+01	3.314997E+03
1.150000E+01	3.448704E+03
1.200000E+01	3.596465E+03
1.250000E+01	3.737354E+03
1.300000E+01	3.919885E+03
1.350000E+01	4.049407E+03
1.400000E+01	4.196252E+03
1.450000E+01	4.362686E+03
1.500000E+01	4.481704E+03
1.550000E+01	4.657427E+03
1.600000E+01	4.805808E+03
1.650000E+01	4.954943E+03
1.700000E+01	5.109928E+03
1.750000E+01	5.264473E+03
1.800000E+01	5.395472E+03
1.850000E+01	5.555842E+03
1.900000E+01	5.728214E+03
1.950000E+01	5.856155E+03
2.000000E+01	6.012767E+03
2.050000E+01	6.158108E+03
2.100000E+01	6.288174E+03
2.150000E+01	6.442795E+03
2.200000E+01	6.593869E+03
2.250000E+01	6.762979E+03
2.300000E+01	6.896079E+03
2.350000E+01	7.062560E+03
2.400000E+01	7.191168E+03
2.450000E+01	7.338434E+03
2.500000E+01	7.508239E+03
2.550000E+01	7.631956E+03
2.600000E+01	7.814869E+03
2.650000E+01	7.947661E+03
2.700000E+01	8.085379E+03
2.750000E+01	8.253909E+03
2.800000E+01	8.390827E+03
2.850000E+01	8.555914E+03
2.900000E+01	8.676416E+03
2.950000E+01	8.846688E+03
3.000000E+01	9.001005E+03
3.050000E+01	9.122622E+03
3.100000E+01	9.288431E+03
3.150000E+01	9.426715E+03
3.200000E+01	9.602253E+03
3.250000E+01	9.741902E+03
3.300000E+01	9.889433E+03
3.350000E+01	1.003100E+04
3.400000E+01	1.021313E+04
3.450000E+01	1.037376E+04
3.500000E+01	1.049026E+04
3.550000E+01	1.064076E+04
3.600000E+01	1.079200E+04
3.650000E+01	1.094626E+04
3.700000E+01	1.110102E+04
3.750000E+01	1.125001E+04
3.800000E+01	1.140010E+04
3.850000E+01	1.157800E+04
3.900000E+01	1.170613E+04
3.950000E+01	1.184861E+04
4.000000E+01	1.200571E+04
4.050000E+01	1.215119E+04
4.100000E+01	1.231194E+04
4.150000E+01	1.244873E+04
4.200000E+01	1.259845E+04
4.250000E+01	1.274810E+04
4.300000E+01	1.289169E+04
4.350000E+01	1.303092E+04
4.400000E+01	1.319564E+04
4.450000E+01	1.336055E+04
4.500000E+01	1.350343E+04
4.550000E+01	1.364901E+04
4.600000E+01	1.378133E+04
4.650000E+01	1.395098E+04
4.700000E+01	1.410799E+04
4.750000E+01	1.424860E+04
4.800000E+01	1.438676E+04
4.850000E+01	1.455145E+04
4.900000E+01	1.471310E+04
4.950000E+01	1.485276E+04
5.000000E+01	1.499372E+04
5.050000E+01	1.514551E+04
5.100000E+01	1.530287E+04
5.150000E+01	1.544496E+04
5.200000E+01	1.559010E+04
5.250000E+01	1.575019E+04
5.300000E+01	1.590501E+04
5.350000E+01	1.604410E+04
5.400000E+01	1.619614E+04
5.450000E+01	1.635365E+04
5.500000E+01	1.648544E+04
5.550000E+01	1.665780E+04
5.600000E+01	1.680269E+04
5.650000E+01	1.694275E+04
5.700000E+01	1.711033E+04
5.750000E+01	1.727427E+04
5.800000E+01	1.740830E+04
5.850000E+01	1.754907E+04
5.900000E+01	1.771223E+04
5.950000E+01	1.785378E+04
6.000000E+01	1.800419E+04
6.050000E+01	1.816365E+04
6.100000E+01	1.828827E+04
6.150000E+01	1.843920E+04
6.200000E+01	1.860055E+04
6.250000E+01	1.874753E+04
6.300000E+01	1.888367E+04
6.350000E+01	1.905512E+04
6.400000E+01	1.920420E+04
6.450000E+01	1.935066E+04
6.500000E+01	1.948065E+04
6.550000E+01	1.965092E+04
6.600000E+01	1.980686E+04
6.650000E+01	1.994953E+04
6.700000E+01	2.008940E+04
6.750000E+01	2.024680E+04
6.800000E+01	2.040224E+04
6.850000E+01	2.054994E+04
6.900000E+01	2.071078E+04
6.950000E+01	2.085403E+04
7.000000E+01	2.099775E+04
7.050000E+01	2.114004E+04
7.100000E+01	2.130430E+04
7.150000E+01	2.144746E+04
7.200000E+01	2.159185E+04
7.250000E+01	2.175460E+04
7.300000E+01	2.190346E+04
7.350000E+01	2.205673E+04
7.400000E+01	2.220054E+04
7.450000E+01	2.235506E+04
7.500000E+01	2.248810E+04
7.550000E+01	2.265291E+04
7.600000E+01	2.280038E+04
7.650000E+01	2.293416E+04
7.700000E+01	2.310618E+04
7.750000E+01	2.324904E+04
7.800000E+01	2.338230E+04
7.850000E+01	2.356165E+04
7.900000E+01	2.370372E+04
7.950000E+01	2.385003E+04
8.000000E+01	2.398376E+04
8.050000E+01	2.415285E+04
8.100000E+01	2.430092E+04
8.150000E+01	2.445057E+04
8.200000E+01	2.458971E+04
8.250000E+01	2.474725E+04
8.300000E+01	2.489146E+04
8.350000E+01	2.504416E+04
8.400000E+01	2.520010E+04
8.450000E+01	2.536131E+04
8.500000E+01	2.549647E+04
8.550000E+01	2.566280E+04
8.600000E+01	2.581089E+04
8.650000E+01	2.594305E+04
8.700000E+01	2.610369E+04
8.750000E+01	2.624080E+04
8.800000E+01	2.639890E+04
8.850000E+01	2.654926E+04
